,Date,btc_close,link_close,zrx_close,yfi_close,uni_close,omg_close,eth_close,xrp_close,cake_close,comp_close,fil_close,vet_close,trx_close,doge_close,ada_close,zil_close,celo_close,crv_close,dot_close,algo_close,grt_close,rune_close,rvn_close,ftm_close
50,2020-02-21,9677.05,4.2778,0.2882,,,1.0929,265.27,0.27418,,,,0.006633,0.02016,0.0026481,0.05853,0.00739,,,,0.418,,,0.03105,0.00938
51,2020-02-22,9650.86,4.1066,0.2811,,,1.1046,261.57,0.27468,,,,0.006593,0.02002,0.0025887,0.05825,0.00738,,,,0.4495,,,0.03021,0.00923
52,2020-02-23,9936.4,4.2365,0.2878,,,1.1389,274.48,0.28298,,,,0.006955,0.02133,0.0026772,0.06145,0.00778,,,,0.4594,,,0.03185,0.0096
53,2020-02-24,9656.13,3.9148,0.2675,,,1.0671,265.52,0.2704,,,,0.006713,0.01988,0.0025769,0.05906,0.0072,,,,0.4946,,,0.02964,0.00901
54,2020-02-25,9315.84,3.4905,0.2525,,,0.9893,246.67,0.25209,,,,0.006211,0.01891,0.0024734,0.05603,0.00643,,,,0.3938,,,0.02741,0.00791
55,2020-02-26,8785.25,3.5648,0.2351,,,0.856,223.93,0.22915,,,,0.005554,0.01636,0.0023439,0.04915,0.0057,,,,0.3629,,,0.02582,0.00705
56,2020-02-27,8823.21,3.9579,0.2441,,,0.8951,227.79,0.2385,,,,0.005806,0.01701,0.0023255,0.04986,0.006,,,,0.3764,,,0.02687,0.00697
57,2020-02-28,8692.91,4.1609,0.238,,,0.855,226.76,0.23663,,,,0.00575,0.0171,0.0022823,0.04885,0.00597,,,,0.349,,,0.02609,0.00704
58,2020-02-29,8523.61,4.0579,0.2288,,,0.8225,217.21,0.22892,,,,0.005615,0.01648,0.0022153,0.0471,0.00589,,,,0.3236,,,0.02562,0.00659
59,2020-03-01,8531.88,3.859,0.23,,,0.841,217.81,0.22696,,,,0.005427,0.01643,0.0022794,0.04561,0.00585,,,,0.3197,,,0.02504,0.00645
60,2020-03-02,8915.24,4.2423,0.2505,,,0.8949,231.97,0.23958,,,,0.005837,0.01759,0.0023471,0.04923,0.00621,,,,0.3742,,,0.02652,0.00679
61,2020-03-03,8760.07,4.5846,0.2543,,,0.8864,223.91,0.23428,,,,0.005773,0.01723,0.0024985,0.04866,0.00603,,,,0.3689,,,0.02593,0.00665
62,2020-03-04,8750.87,4.6406,0.2633,,,0.8969,224.26,0.23453,,,,0.006035,0.01774,0.0024187,0.04898,0.0061,,,,0.3929,,,0.02753,0.00684
63,2020-03-05,9054.68,4.7151,0.2758,,,0.9253,228.38,0.23909,,,,0.006129,0.01789,0.0024771,0.05096,0.00624,,,,0.379,,,0.0283,0.0077
64,2020-03-06,9131.88,4.6814,0.2838,,,0.9392,244.88,0.24477,,,,0.00614,0.01833,0.0024862,0.05174,0.00701,,,,0.3732,,,0.0279,0.00772
65,2020-03-07,8886.66,4.3412,0.2628,,,0.9058,237.23,0.23622,,,,0.005788,0.01699,0.0024066,0.04879,0.00689,,,,0.3375,,,0.02656,0.00776
66,2020-03-08,8033.31,4.0537,0.2249,,,0.7655,199.43,0.20385,,,,0.004698,0.01465,0.0021671,0.04291,0.00572,,,,0.2904,,,0.02331,0.00632
